fluorochrome	type	nm	norm_intensity	source	num
NovaFluorBlue555	ex	537	42	th	2
NovaFluorBlue585	em	510	19	bd	1
NovaFluorBlue585	em	584	100	bd	2
NovaFluorBlue585	ex	494	100	bd	1
NovaFluorBlue585	em	511	29	th	1
NovaFluorBlue585	em	586	100	th	2
NovaFluorBlue585	ex	493	100	th	1
NovaFluorBlue610-30S	em	525	16	bd	1
NovaFluorBlue610-30S	em	614	100	bd	2
NovaFluorBlue610-30S	ex	368	12	bd	1
NovaFluorBlue610-30S	ex	509	100	bd	2
NovaFluorBlue610-30S	ex	553	30	bd	3
NovaFluorBlue610-30S	ex	597	97	bd	4
NovaFluorBlue610-30S	em	527	19	th	1
NovaFluorBlue610-30S	em	615	100	th	2
NovaFluorBlue610-30S	ex	509	100	th	1
NovaFluorBlue610-30S	ex	598	51	th	2
NovaFluorBlue610-70S	em	614	100	bd	1
NovaFluorBlue610-70S	ex	493	100	bd	1
NovaFluorBlue610-70S	ex	597	86	bd	2
NovaFluorBlue610-70S	em	510	16	th	1
NovaFluorBlue610-70S	em	616	100	th	2
NovaFluorBlue610-70S	ex	492	100	th	1
NovaFluorBlue610-70S	ex	555	13	th	2
NovaFluorBlue610-70S	ex	598	44	th	3
NovaFluorBlue660-120S	em	509	16	bd	1
NovaFluorBlue660-120S	em	665	100	bd	2
NovaFluorBlue660-120S	ex	492	75	bd	1
NovaFluorBlue660-120S	ex	604	24	bd	2
NovaFluorBlue660-120S	ex	650	100	bd	3
NovaFluorBlue660-120S	em	510	26	th	1
NovaFluorBlue660-120S	em	666	100	th	2
NovaFluorBlue660-120S	ex	492	100	th	1
NovaFluorBlue660-120S	ex	604	15	th	2
NovaFluorBlue660-120S	ex	651	64	th	3
NovaFluorBlue660-40S	em	525	17	bd	1
NovaFluorBlue660-40S	em	664	100	bd	2
NovaFluorBlue660-40S	ex	509	72	bd	1
NovaFluorBlue660-40S	ex	603	24	bd	2
NovaFluorBlue660-40S	ex	649	100	bd	3
NovaFluorBlue660-40S	em	527	29	th	1
NovaFluorBlue660-40S	em	664	100	th	2
NovaFluorBlue660-40S	ex	508	100	th	1
NovaFluorBlue660-40S	ex	604	19	th	2
NovaFluorBlue660-40S	ex	650	79	th	3
NovaFluorBlue690	em	508	11	bd	1
NovaFluorBlue690	em	584	37	bd	2
NovaFluorBlue690	em	689	100	bd	3
NovaFluorBlue690	ex	496	100	bd	1
NovaFluorBlue690	ex	618	24	bd	2
NovaFluorBlue690	ex	672	90	bd	3
NovaFluorBlue690	em	509	23	th	1
NovaFluorBlue690	em	582	22	th	2
NovaFluorBlue690	em	688	100	th	3
NovaFluorBlue690	ex	495	87	th	1
NovaFluorBlue690	ex	620	28	th	2
NovaFluorBlue690	ex	672	100	th	3
NovaFluorBlue725	em	511	59	th	1
NovaFluorBlue725	em	728	100	th	2
NovaFluorBlue725	ex	494	100	th	1
NovaFluorBlue725	ex	711	38	th	2
NovaFluorBlue760	em	509	19	th	1
NovaFluorBlue760	em	764	100	th	2
NovaFluorBlue760	ex	494	94	th	1
NovaFluorBlue760	ex	738	99	th	2
NovaFluorBlue800	em	536	19	bd	1
NovaFluorBlue800	em	805	100	bd	2
NovaFluorBlue800	ex	468	50	bd	1
NovaFluorBlue800	ex	493	58	bd	2
NovaFluorBlue800	ex	784	100	bd	3
NovaFluorBlue800	em	510	14	th	1
NovaFluorBlue800	em	806	100	th	2
NovaFluorBlue800	ex	469	84	th	1
NovaFluorBlue800	ex	493	100	th	2
NovaFluorBlue800	ex	798	51	th	3
NovaFluorRed660	em	659	100	bd	1
NovaFluorRed660	ex	413	11	bd	1
NovaFluorRed660	ex	636	100	bd	2
NovaFluorRed660	em	659	100	th	1
NovaFluorRed660	ex	636	100	th	1
NovaFluorRed685	em	685	100	bd	1
NovaFluorRed685	ex	413	13	bd	1
NovaFluorRed685	ex	637	100	bd	2
NovaFluorRed685	ex	665	79	bd	3
NovaFluorRed685	em	686	100	th	1
NovaFluorRed685	ex	637	100	th	1
NovaFluorRed700	em	699	100	bd	1
NovaFluorRed700	ex	413	12	bd	1
NovaFluorRed700	ex	639	85	bd	2
NovaFluorRed700	ex	677	100	bd	3
NovaFluorRed700	em	700	100	th	1
NovaFluorRed700	ex	637	100	th	1
NovaFluorRed700	ex	676	63	th	2
NovaFluorRed710	em	710	100	bd	1
NovaFluorRed710	ex	636	87	bd	1
NovaFluorRed710	ex	686	100	bd	2
NovaFluorRed710	em	714	100	th	1
NovaFluorRed710	ex	637	100	th	1
NovaFluorRed710	ex	688	88	th	2
NovaFluorRed725	em	656	22	th	1
NovaFluorRed725	em	727	100	th	2
NovaFluorRed725	ex	636	100	th	1
NovaFluorRed725	ex	710	30	th	2
NovaFluorRed755	em	652	22	th	1
NovaFluorRed755	em	756	100	th	2
NovaFluorRed755	ex	636	100	th	1
NovaFluorRed755	ex	730	46	th	2
NovaFluorUV765	em	403	24	th	1
NovaFluorUV765	em	763	100	th	2
NovaFluorUV765	ex	355	84	th	1
NovaFluorUV765	ex	735	99	th	2
NovaFluorViolet690	em	691	100	th	1
NovaFluorViolet690	ex	408	56	th	1
NovaFluorViolet690	ex	622	25	th	2
NovaFluorViolet690	ex	675	100	th	3
NovaFluorViolet745	em	743	100	th	1
NovaFluorViolet745	ex	390	68	th	1
NovaFluorViolet745	ex	497	13	th	2
NovaFluorViolet745	ex	724	100	th	3
NovaFluorViolet800	em	798	100	bd	1
NovaFluorViolet800	ex	390	19	bd	1
NovaFluorViolet800	ex	405	18	bd	2
NovaFluorViolet800	ex	781	100	bd	3
NovaFluorViolet800	em	478	18	th	1
NovaFluorViolet800	em	800	100	th	2
NovaFluorViolet800	ex	409	50	th	1
NovaFluorViolet800	ex	782	91	th	2
NovaFluorYellow570	em	564	100	bd	1
NovaFluorYellow570	ex	521	54	bd	1
NovaFluorYellow570	ex	551	100	bd	2
NovaFluorYellow570	em	566	100	th	1
NovaFluorYellow570	ex	521	55	th	1
NovaFluorYellow570	ex	551	100	th	2
NovaFluorYellow590	em	592	100	bd	1
NovaFluorYellow590	ex	570	100	bd	1
NovaFluorYellow590	em	594	100	th	1
NovaFluorYellow590	ex	563	100	th	1
NovaFluorYellow610	em	613	100	bd	1
NovaFluorYellow610	ex	551	100	bd	1
NovaFluorYellow610	ex	597	36	bd	2
NovaFluorYellow610	em	566	14	th	1
NovaFluorYellow610	em	614	100	th	2
NovaFluorYellow610	ex	550	100	th	1
NovaFluorYellow610	ex	597	20	th	2
NovaFluorYellow660	em	564	12	bd	1
NovaFluorYellow660	em	665	100	bd	2
NovaFluorYellow660	ex	550	100	bd	1
NovaFluorYellow660	ex	603	14	bd	2
NovaFluorYellow660	ex	650	57	bd	3
NovaFluorYellow660	em	564	18	th	1
NovaFluorYellow660	em	664	100	th	2
NovaFluorYellow660	ex	550	100	th	1
NovaFluorYellow660	ex	651	29	th	2
NovaFluorYellow690	em	562	13	bd	1
NovaFluorYellow690	em	690	100	bd	2
NovaFluorYellow690	ex	518	44	bd	1
NovaFluorYellow690	ex	551	84	bd	2
NovaFluorYellow690	ex	671	100	bd	3
NovaFluorYellow690	em	564	20	th	1
NovaFluorYellow690	em	690	100	th	2
NovaFluorYellow690	ex	519	53	th	1
NovaFluorYellow690	ex	551	100	th	2
NovaFluorYellow690	ex	671	55	th	3
NovaFluorYellow700	em	702	100	bd	1
NovaFluorYellow700	ex	520	52	bd	1
NovaFluorYellow700	ex	551	98	bd	2
NovaFluorYellow700	ex	679	100	bd	3
NovaFluorYellow700	em	564	17	th	1
NovaFluorYellow700	em	700	100	th	2
NovaFluorYellow700	ex	519	53	th	1
NovaFluorYellow700	ex	550	100	th	2
NovaFluorYellow700	ex	679	51	th	3
NovaFluorYellow730	em	589	33	bd	1
NovaFluorYellow730	em	729	100	bd	2
NovaFluorYellow730	ex	384	25	bd	1
NovaFluorYellow730	ex	551	90	bd	2
NovaFluorYellow730	ex	578	68	bd	3
NovaFluorYellow730	ex	710	100	bd	4
NovaFluorYellow730	em	591	39	th	1
NovaFluorYellow730	em	730	100	th	2
NovaFluorYellow730	ex	383	13	th	1
NovaFluorYellow730	ex	551	100	th	2
NovaFluorYellow730	ex	710	49	th	3
NovaFluorYellow755	em	590	22	bd	1
NovaFluorYellow755	em	758	100	bd	2
NovaFluorYellow755	ex	553	68	bd	1
NovaFluorYellow755	ex	738	100	bd	2
NovaFluorYellow755	em	589	30	th	1
NovaFluorYellow755	em	754	100	th	2
NovaFluorYellow755	ex	551	100	th	1
NovaFluorYellow755	ex	731	68	th	2
NovaFluorYellow810	em	569	16	th	1
NovaFluorYellow810	em	813	100	th	2
NovaFluorYellow810	ex	517	65	th	1
NovaFluorYellow810	ex	550	100	th	2
NovaFluorYellow810	ex	806	37	th	3
OrangeActin	em	512	100	th	1
OrangeActin	ex	505	100	th	1
OregonGreen488	em	526	100	th	1
OregonGreen488	ex	331	18	th	1
OregonGreen488	ex	498	100	th	2
OregonGreen488BAPTA	em	522	100	th	1
OregonGreen488BAPTA	ex	493	100	th	1
OregonGreen514	em	532	100	th	1
OregonGreen514	ex	334	11	th	1
OregonGreen514	ex	513	100	th	2
PE	em	574	99	bd	1
PE	ex	307	13	bd	1
PE	ex	373	12	bd	2
PE	ex	495	72	bd	3
PE	ex	566	100	bd	4
PE	em	575	99	bl	1
PE	ex	308	10	bl	1
PE	ex	498	68	bl	2
PE	ex	565	100	bl	3
PE	em	575	100	th	1
PE	ex	308	11	th	1
PE	ex	497	69	th	2
PE	ex	565	100	th	3
PE-AlexaFluor610	em	628	100	bd	1
PE-AlexaFluor610	ex	375	14	bd	1
PE-AlexaFluor610	ex	495	60	bd	2
PE-AlexaFluor610	ex	566	100	bd	3
PE-AlexaFluor610	em	574	25	th	1
PE-AlexaFluor610	em	626	100	th	2
PE-AlexaFluor610	ex	307	17	th	1
PE-AlexaFluor610	ex	373	13	th	2
PE-AlexaFluor610	ex	496	67	th	3
PE-AlexaFluor610	ex	566	100	th	4
PE-AlexaFluor610	ex	611	17	th	5
PE-AlexaFluor680	em	574	18	th	1
PE-AlexaFluor680	em	702	100	th	2
PE-AlexaFluor680	ex	344	16	th	1
PE-AlexaFluor680	ex	371	15	th	2
PE-AlexaFluor680	ex	498	69	th	3
PE-AlexaFluor680	ex	569	100	th	4
PE-AlexaFluor680	ex	685	60	th	5
PE-AlexaFluor700	em	717	100	bd	1
PE-AlexaFluor700	ex	368	15	bd	1
PE-AlexaFluor700	ex	495	73	bd	2
PE-AlexaFluor700	ex	565	99	bd	3
PE-AlexaFluor700	ex	697	36	bd	4
PE-AlexaFluor700	em	577	23	th	1
PE-AlexaFluor700	em	721	100	th	2
PE-AlexaFluor700	ex	499	65	th	1
PE-AlexaFluor700	ex	566	100	th	2
PE-AlexaFluor700	ex	699	57	th	3
PE-CF594	em	613	100	bd	1
PE-CF594	ex	374	11	bd	1
PE-CF594	ex	495	67	bd	2
PE-CF594	ex	566	100	bd	3
PE-CF594	em	611	98	bl	1
PE-CF594	ex	372	11	bl	1
PE-CF594	ex	494	64	bl	2
PE-CF594	ex	565	99	bl	3
PE-CF594	em	614	100	th	1
PE-CF594	ex	496	55	th	1
PE-CF594	ex	565	100	th	2
PE-Cy5	em	668	100	bd	1
PE-Cy5	ex	363	15	bd	1
PE-Cy5	ex	495	69	bd	2
PE-Cy5	ex	566	100	bd	3
PE-Cy5	ex	608	16	bd	4
PE-Cy5	ex	652	45	bd	5
PE-Cy5	em	666	98	bl	1
PE-Cy5	ex	499	60	bl	1
PE-Cy5	ex	564	98	bl	2
PE-Cy5	ex	611	20	bl	3
PE-Cy5	ex	654	57	bl	4
PE-Cy5	em	667	100	th	1
PE-Cy5	ex	497	68	th	1
PE-Cy5	ex	568	100	th	2
PE-Cy5.5	em	694	100	bd	1
PE-Cy5.5	ex	306	13	bd	1
PE-Cy5.5	ex	371	11	bd	2
PE-Cy5.5	ex	495	71	bd	3
PE-Cy5.5	ex	565	99	bd	4
PE-Cy5.5	ex	678	22	bd	5
PE-Cy5.5	em	692	100	bl	1
PE-Cy5.5	ex	495	58	bl	1
PE-Cy5.5	ex	566	100	bl	2
PE-Cy5.5	ex	654	62	bl	3
PE-Cy5.5	em	576	23	th	1
PE-Cy5.5	em	692	100	th	2
PE-Cy5.5	ex	304	14	th	1
PE-Cy5.5	ex	373	12	th	2
PE-Cy5.5	ex	498	69	th	3
PE-Cy5.5	ex	564	100	th	4
PE-Cy5.5	ex	677	22	th	5
PE-Cy7	em	779	100	bd	1
PE-Cy7	ex	304	13	bd	1
PE-Cy7	ex	370	13	bd	2
PE-Cy7	ex	494	71	bd	3
PE-Cy7	ex	565	99	bd	4
PE-Cy7	ex	754	75	bd	5
PE-Cy7	em	577	43	bl	1
PE-Cy7	em	780	100	bl	2
PE-Cy7	ex	498	62	bl	1
PE-Cy7	ex	568	99	bl	2
PE-Cy7	ex	757	51	bl	3
PE-Cy7	em	577	44	th	1
PE-Cy7	em	780	100	th	2
PE-Cy7	ex	498	63	th	1
PE-Cy7	ex	568	100	th	2
PE-Cy7	ex	757	52	th	3
PE-Dazzle594	em	611	100	bd	1
PE-Dazzle594	ex	372	12	bd	1
PE-Dazzle594	ex	495	68	bd	2
PE-Dazzle594	ex	566	100	bd	3
PE-Dazzle594	em	610	100	bl	1
PE-Dazzle594	ex	495	69	bl	1
PE-Dazzle594	ex	565	100	bl	2
PE-Dazzle594	em	613	100	th	1
PE-Dazzle594	ex	307	11	th	1
PE-Dazzle594	ex	495	56	th	2
PE-Dazzle594	ex	565	100	th	3
PE-Fire640	em	642	100	bd	1
PE-Fire640	ex	303	14	bd	1
PE-Fire640	ex	375	12	bd	2
PE-Fire640	ex	495	64	bd	3
PE-Fire640	ex	567	99	bd	4
PE-Fire640	ex	621	31	bd	5
PE-Fire640	em	641	100	bl	1
PE-Fire640	ex	495	64	bl	1
PE-Fire640	ex	567	100	bl	2
PE-Fire640	ex	622	32	bl	3
PE-Fire640	em	641	100	th	1
PE-Fire640	ex	495	64	th	1
PE-Fire640	ex	567	100	th	2
PE-Fire640	ex	622	32	th	3
PE-Fire700	em	701	100	bd	1
PE-Fire700	ex	305	17	bd	1
PE-Fire700	ex	364	13	bd	2
PE-Fire700	ex	495	71	bd	3
PE-Fire700	ex	566	100	bd	4
PE-Fire700	ex	682	54	bd	5
PE-Fire700	em	572	17	bl	1
PE-Fire700	em	696	100	bl	2
PE-Fire700	ex	492	89	bl	1
PE-Fire700	ex	562	100	bl	2
PE-Fire700	ex	624	14	bl	3
PE-Fire700	ex	680	50	bl	4
PE-Fire700	em	572	17	th	1
PE-Fire700	em	696	100	th	2
PE-Fire700	ex	492	89	th	1
PE-Fire700	ex	562	100	th	2
PE-Fire700	ex	624	14	th	3
PE-Fire700	ex	680	50	th	4
PE-Fire744	em	749	100	bd	1
PE-Fire744	ex	379	15	bd	1
PE-Fire744	ex	495	71	bd	2
PE-Fire744	ex	565	99	bd	3
PE-Fire744	ex	663	20	bd	4
PE-Fire744	ex	723	37	bd	5
PE-Fire744	em	572	35	bl	1
PE-Fire744	em	742	99	bl	2
PE-Fire744	ex	380	14	bl	1
PE-Fire744	ex	494	70	bl	2
PE-Fire744	ex	565	100	bl	3
PE-Fire744	ex	663	23	bl	4
PE-Fire744	ex	722	45	bl	5
PE-Fire810	em	574	67	bd	1
PE-Fire810	em	810	100	bd	2
PE-Fire810	ex	306	23	bd	1
PE-Fire810	ex	375	14	bd	2
PE-Fire810	ex	495	71	bd	3
PE-Fire810	ex	565	99	bd	4
PE-Fire810	ex	785	53	bd	5
PE-Fire810	em	804	100	bl	1
PE-Fire810	ex	380	14	bl	1
PE-Fire810	ex	495	72	bl	2
PE-Fire810	ex	566	100	bl	3
PE-Fire810	ex	785	67	bl	4
PE-Fire810	em	804	100	th	1
PE-Fire810	ex	380	14	th	1
PE-Fire810	ex	495	72	th	2
PE-Fire810	ex	565	100	th	3
PE-Fire810	ex	785	67	th	4
PE-TexasRed	em	612	100	bd	1
PE-TexasRed	ex	371	16	bd	1
PE-TexasRed	ex	495	71	bd	2
PE-TexasRed	ex	566	100	bd	3
PE-TexasRed	em	618	100	bl	1
PE-TexasRed	ex	498	61	bl	1
PE-TexasRed	ex	566	99	bl	2
PE-TexasRed	em	562	25	th	1
PE-TexasRed	em	614	100	th	2
PE-TexasRed	ex	307	17	th	1
PE-TexasRed	ex	373	13	th	2
PE-TexasRed	ex	496	67	th	3
PE-TexasRed	ex	566	100	th	4
PE-TexasRed	ex	611	17	th	5
PE-Vio615	em	575	14	bd	1
PE-Vio615	em	621	100	bd	2
PE-Vio615	ex	495	65	bd	1
PE-Vio615	ex	565	100	bd	2
PE-Vio615	em	619	95	bl	1
PE-Vio615	ex	496	67	bl	1
PE-Vio615	ex	566	99	bl	2
PE-Vio615	em	623	100	th	1
PE-Vio615	ex	496	58	th	1
PE-Vio615	ex	567	100	th	2
PE-Vio770	em	574	22	bd	1
PE-Vio770	em	779	100	bd	2
PE-Vio770	ex	495	70	bd	1
PE-Vio770	ex	564	99	bd	2
PE-Vio770	ex	754	67	bd	3
PE-Vio770	em	573	49	bl	1
PE-Vio770	em	774	98	bl	2
PE-Vio770	ex	495	29	bl	1
PE-Vio770	ex	565	47	bl	2
PE-Vio770	ex	759	99	bl	3
PE-Vio770	em	781	100	th	1
PE-Vio770	ex	495	57	th	1
PE-Vio770	ex	567	100	th	2
PE-Vio770	ex	754	77	th	3
PE-eFluor610	em	605	100	bd	1
PE-eFluor610	ex	307	13	bd	1
PE-eFluor610	ex	495	65	bd	2
PE-eFluor610	ex	566	100	bd	3
PE-eFluor610	em	606	100	bl	1
PE-eFluor610	ex	307	12	bl	1
PE-eFluor610	ex	498	63	bl	2
PE-eFluor610	ex	565	100	bl	3
PE-eFluor610	em	606	100	th	1
PE-eFluor610	ex	307	12	th	1
PE-eFluor610	ex	498	63	th	2
PE-eFluor610	ex	565	100	th	3
PO-PRO-1	em	457	100	th	1
PO-PRO-1	ex	434	100	th	1
PO-PRO-3	em	570	100	th	1
PO-PRO-3	ex	539	100	th	1
POPO-1	em	458	100	th	1
POPO-1	ex	433	100	th	1
POPO-3	em	573	100	th	1
POPO-3	ex	533	100	th	1
PacificBlue	em	451	100	bd	1
PacificBlue	ex	408	100	bd	1
PacificBlue	em	455	100	bl	1
PacificBlue	ex	404	99	bl	1
PacificBlue	em	455	100	th	1
PacificBlue	ex	404	100	th	1
PacificGreen	em	501	100	th	1
PacificGreen	ex	414	100	th	1
PacificOrange	em	546	100	bd	1
PacificOrange	ex	396	100	bd	1
PacificOrange	em	551	100	bl	1
PacificOrange	ex	400	100	bl	1
PacificOrange	em	552	100	th	1
PacificOrange	ex	401	100	th	1
PerCP	em	676	98	bd	1
PerCP	em	736	13	bd	2
PerCP	ex	441	88	bd	1
PerCP	ex	482	100	bd	2
PerCP	ex	673	26	bd	3
PerCP	em	675	96	bl	1
PerCP	em	735	14	bl	2
PerCP	ex	441	88	bl	1
PerCP	ex	480	100	bl	2
PerCP	ex	673	24	bl	3
PerCP	em	675	100	th	1
PerCP	ex	441	89	th	1
PerCP	ex	482	100	th	2
PerCP	ex	673	28	th	3
PerCP-Cy5.5	em	676	99	bd	1
PerCP-Cy5.5	ex	441	88	bd	1
PerCP-Cy5.5	ex	481	100	bd	2
PerCP-Cy5.5	ex	628	13	bd	3
PerCP-Cy5.5	ex	673	42	bd	4
PerCP-Cy5.5	em	679	100	bl	1
PerCP-Cy5.5	em	696	84	bl	2
PerCP-Cy5.5	ex	487	99	bl	1
PerCP-Cy5.5	ex	515	97	bl	2
PerCP-Cy5.5	ex	631	29	bl	3
PerCP-Cy5.5	ex	674	89	bl	4
PerCP-Cy5.5	em	679	100	th	1
PerCP-Cy5.5	ex	488	100	th	1
PerCP-Cy5.5	ex	515	98	th	2
PerCP-Cy5.5	ex	631	30	th	3
PerCP-Cy5.5	ex	674	90	th	4
PerCP-Fire780	em	674	52	bd	1
PerCP-Fire780	em	781	100	bd	2
PerCP-Fire780	ex	441	88	bd	1
PerCP-Fire780	ex	483	100	bd	2
PerCP-Fire780	ex	674	45	bd	3
PerCP-Fire780	ex	755	57	bd	4
PerCP-Fire780	em	775	100	bl	1
PerCP-Fire780	ex	441	89	bl	1
PerCP-Fire780	ex	482	100	bl	2
PerCP-Fire780	ex	674	51	bl	3
PerCP-Fire780	ex	754	72	bl	4
PerCP-Fire780	em	775	100	th	1
PerCP-Fire780	ex	441	89	th	1
PerCP-Fire780	ex	482	100	th	2
PerCP-Fire780	ex	674	51	th	3
PerCP-Fire780	ex	754	72	th	4
PerCP-Fire806	em	674	51	bd	1
PerCP-Fire806	em	808	100	bd	2
PerCP-Fire806	ex	442	88	bd	1
PerCP-Fire806	ex	483	100	bd	2
PerCP-Fire806	ex	674	35	bd	3
PerCP-Fire806	ex	785	64	bd	4
PerCP-Fire806	em	803	100	bl	1
PerCP-Fire806	ex	441	88	bl	1
PerCP-Fire806	ex	482	100	bl	2
PerCP-Fire806	ex	674	40	bl	3
PerCP-Fire806	ex	785	79	bl	4
PerCP-Fire806	em	803	100	th	1
PerCP-Fire806	ex	444	87	th	1
PerCP-Fire806	ex	483	100	th	2
PerCP-Fire806	ex	674	34	th	3
PerCP-Fire806	ex	785	79	th	4
PerCP-Vio700	em	673	99	bd	1
PerCP-Vio700	em	702	76	bd	2
PerCP-Vio700	ex	306	21	bd	1
PerCP-Vio700	ex	440	88	bd	2
PerCP-Vio700	ex	482	100	bd	3
PerCP-Vio700	ex	636	18	bd	4
PerCP-Vio700	ex	674	48	bd	5
PerCP-Vio700	em	678	97	bl	1
PerCP-Vio700	em	705	47	bl	2
PerCP-Vio700	ex	440	86	bl	1
PerCP-Vio700	ex	484	99	bl	2
PerCP-Vio700	ex	640	15	bl	3
PerCP-Vio700	ex	676	40	bl	4
PerCP-Vio700	em	677	100	th	1
PerCP-Vio700	em	707	87	th	2
PerCP-Vio700	ex	311	20	th	1
PerCP-Vio700	ex	443	81	th	2
PerCP-Vio700	ex	486	100	th	3
PerCP-Vio700	ex	634	23	th	4
PerCP-Vio700	ex	674	71	th	5
PerCP-eFluor710	em	676	48	bd	1
PerCP-eFluor710	em	709	100	bd	2
PerCP-eFluor710	ex	442	85	bd	1
PerCP-eFluor710	ex	483	100	bd	2
PerCP-eFluor710	ex	675	39	bd	3
PerCP-eFluor710	em	677	70	bl	1
PerCP-eFluor710	em	709	99	bl	2
PerCP-eFluor710	ex	441	88	bl	1
PerCP-eFluor710	ex	483	99	bl	2
PerCP-eFluor710	ex	639	14	bl	3
PerCP-eFluor710	ex	674	45	bl	4
PerCP-eFluor710	em	708	100	th	1
PerCP-eFluor710	ex	441	89	th	1
PerCP-eFluor710	ex	482	100	th	2
PerCP-eFluor710	ex	638	14	th	3
PerCP-eFluor710	ex	675	46	th	4
PicoGreenReagent	em	522	100	th	1
PicoGreenReagent	ex	367	11	th	1
PicoGreenReagent	ex	502	100	th	2
PremoCameleonCalciumSensor (CalciumBound)	em	527	100	th	1
PremoCameleonCalciumSensor (CalciumBound)	ex	462	28	th	1
PremoCameleonCalciumSensor (CalciumBound)	ex	514	100	th	2
PremoCameleonCalciumSensor (CalciumFree)	em	476	29	th	1
PremoCameleonCalciumSensor (CalciumFree)	em	527	100	th	2
PremoCameleonCalciumSensor (CalciumFree)	ex	514	100	th	1
PrestoBlue	em	584	100	th	1
PrestoBlue	ex	571	100	th	1
Pro-QDiamond	em	583	100	th	1
Pro-QDiamond	ex	368	11	th	1
Pro-QDiamond	ex	557	100	th	2
Pro-QEmerald300	em	531	100	th	1
Pro-QEmerald300	ex	332	67	th	1
PropidiumIodide	em	618	100	bd	1
PropidiumIodide	ex	349	100	bd	1
PropidiumIodide	ex	537	76	bd	2
PropidiumIodide	em	619	99	bl	1
PropidiumIodide	ex	305	100	bl	1
PropidiumIodide	ex	540	16	bl	2
PropidiumIodide	em	617	100	th	1
PropidiumIodide	ex	305	100	th	1
PropidiumIodide	ex	537	17	th	2
Qdot525	em	526	99	bl	1
Qdot525	ex	300	100	bl	1
Qdot525	em	526	100	th	1
Qdot525	ex	300	100	th	1
Qdot545	em	543	100	bl	1
Qdot545	ex	300	100	bl	1
Qdot545	em	543	100	th	1
Qdot545	ex	300	100	th	1
Qdot565	em	564	100	bl	1
Qdot565	ex	300	100	bl	1
Qdot565	em	564	100	th	1
Qdot565	ex	300	100	th	1
Qdot585	em	588	100	bl	1
Qdot585	ex	300	100	bl	1
Qdot585	em	588	100	th	1
Qdot585	ex	300	100	th	1
Qdot605	em	608	100	bd	1
Qdot605	ex	300	54	bd	1
Qdot605	em	603	100	bl	1
Qdot605	ex	482	14	bl	1
Qdot605	em	603	100	th	1
Qdot605	ex	300	100	th	1
Qdot625	em	621	100	bl	1
Qdot625	ex	300	100	bl	1
Qdot625	em	621	100	th	1
Qdot625	ex	300	100	th	1
Qdot655	em	656	100	bd	1
Qdot655	ex	300	55	bd	1
Qdot655	em	654	100	bl	1
Qdot655	ex	513	12	bl	1
Qdot655	em	655	100	th	1
Qdot655	ex	300	100	th	1
Qdot705	em	705	100	bd	1
Qdot705	ex	300	55	bd	1
Qdot705	em	702	100	bl	1
Qdot705	ex	300	100	bl	1
Qdot705	em	701	100	th	1
Qdot705	ex	300	100	th	1
Qdot800	em	807	100	bd	1
Qdot800	ex	300	48	bd	1
Qdot800	em	792	100	bl	1
Qdot800	ex	300	100	bl	1
Qdot800	em	790	100	th	1
Qdot800	ex	300	100	th	1
QnuclearDeepRedStain	em	657	100	th	1
QnuclearDeepRedStain	ex	642	100	th	1
Quinine	em	461	100	th	1
Quinine	ex	319	82	th	1
Quinine	ex	349	100	th	2
RFP	em	584	100	th	1
RFP	ex	554	100	th	1
RH795	em	687	99	th	1
RH795	ex	486	100	th	1
ROX (carboxy-X-rhodamine)	em	603	100	th	1
ROX (carboxy-X-rhodamine)	ex	370	11	th	1
ROX (carboxy-X-rhodamine)	ex	578	100	th	2
ReAsH	em	607	100	th	1
ReAsH	ex	593	100	th	1
RealBlue545	em	544	100	bd	1
RealBlue545	ex	361	11	bd	1
RealBlue545	ex	496	99	bd	2
RealBlue545	ex	524	79	bd	3
RealBlue545	em	545	100	th	1
RealBlue545	ex	351	22	th	1
RealBlue545	ex	496	100	th	2
RealBlue545	ex	524	82	th	3
RealBlue613	em	614	100	bd	1
RealBlue613	ex	492	100	bd	1
RealBlue613	ex	596	19	bd	2
RealBlue670	em	670	100	bd	1
RealBlue670	ex	492	100	bd	1
RealBlue670	ex	653	21	bd	2
RealBlue705	em	707	100	bd	1
RealBlue705	ex	498	100	bd	1
RealBlue705	ex	688	25	bd	2
RealBlue744	em	746	100	bd	1
RealBlue744	ex	498	100	bd	1
RealBlue744	ex	722	14	bd	2
RealBlue780	em	521	12	bd	1
RealBlue780	em	785	100	bd	2
RealBlue780	ex	498	100	bd	1
RealBlue780	ex	759	16	bd	2
RealBlue780	em	523	19	th	1
RealBlue780	em	783	100	th	2
RealBlue780	ex	498	100	th	1
RealBlue780	ex	759	13	th	2
RealYellow586	em	585	100	bd	1
RealYellow586	ex	564	100	bd	1
RealYellow586	em	587	100	th	1
RealYellow586	ex	355	15	th	1
RealYellow586	ex	565	100	th	2
RealYellow610	em	611	100	bd	1
RealYellow610	ex	557	100	bd	1
RealYellow610	ex	586	53	bd	2
RealYellow655	em	654	100	bd	1
RealYellow655	ex	523	62	bd	1
RealYellow655	ex	557	100	bd	2
RealYellow655	ex	636	11	bd	3
RealYellow703	em	702	100	bd	1
RealYellow703	ex	523	61	bd	1
RealYellow703	ex	557	100	bd	2
RealYellow703	ex	687	13	bd	3
RealYellow743	em	743	100	bd	1
RealYellow743	ex	523	61	bd	1
RealYellow743	ex	557	100	bd	2
RealYellow775	em	572	36	bd	1
